facilityid,attriblist
276.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
1093.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Slight', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
266.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
15160.0,"['Campfire Allowed_No', 'Driveway Surface_Paved', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Placed on Map_1.0', 'Equipment Mandatory_0', 'Grills BBQ Fire_Y', 'Tables_Y', 'Min Num of Vehicles_1.0', 'Drinking Water_Y', 'Paved Parking_Y', 'Interpretive Trails_Y', 'Paved Pathways_Y']"
162.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
1114.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Moderate', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Condition Rating_Standard', 'Min Num of Vehicles_0']"
1040.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Site Access_Hike-In', 'Min Num of Vehicles_0']"
1061.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Site Access_Hike-In', 'Min Num of Vehicles_0']"
1073.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Site Access_Hike-In', 'Tent Pad Size_large', 'Min Num of Vehicles_0']"
271.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Slight', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
1118.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Severe', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_0', 'Equipment Mandatory_True', 'Site Rating_Standard', 'Min Num of Vehicles_0']"
151.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
2613.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Slight', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Site Access_Drive-In', 'Min Num of People_single', 'Grills BBQ Fire_Y', 'Tables_Y', 'Tent Pad_Y', 'Min Num of Vehicles_0']"
236.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
1081.0,"['Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Site Access_Hike-In', 'Min Num of Vehicles_0']"
543.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Proximity to Water_Riverfront', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
150.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Slight', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
1090.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Site Access_Hike-In', 'Condition Rating_Poor', 'Tent Pad Size_small', 'Min Num of Vehicles_0']"
508.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Slight', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Electricity Hookup_30 amp', 'Water Hookup_No', 'Double Driveway_Y', 'Min Num of Vehicles_0']"
1096.0,"['Placed on Map_0', 'Equipment Mandatory_0', 'Min Num of Vehicles_0']"
1120.0,"['Placed on Map_0', 'Equipment Mandatory_0', 'Min Num of Vehicles_0']"
130.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
292.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
1047.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Grade_Slight', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Site Access_Hike-In', 'Min Num of Vehicles_0']"
152.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Slight', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of People_single', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
267.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Double Driveway_Y', 'Min Num of Vehicles_0']"
1083.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Site Access_Hike-In', 'Min Num of Vehicles_0']"
498.0,"['Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
2850.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Shade_Full', 'Placed on Map_0', 'Equipment Mandatory_0', 'Site Access_Drive-In', 'Condition Rating_Good', 'Min Num of People_single', 'Capacity/Size Rating_Single', 'Grills BBQ Fire_Y', 'Tables_Y', 'Min Num of Vehicles_1.0', 'Drinking Water_Y', 'Paved Parking_Y', 'Location Rating_Good', 'Showers_Y', 'Concessions Gifts_Y', 'Emergency Phone_Y', 'Entrance Station_Y', 'Paved Roads_Y', 'Ice_Y', 'Toilets_Y', 'Trailheads_Y', 'Amphitheater_Y', 'Firewood Vender_Y', 'Laundry Facilities_Y', 'Kennel_Y', 'Wireless Internet_Y', 'Visitor Center_Y']"
531.0,"['Campfire Allowed_No', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Site Access_Hike-In', 'Water Hookup_No', 'Min Num of Vehicles_0']"
557.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
1108.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Site Access_Hike-In', 'Tent Pad Size_large', 'Min Num of People_single', 'Min Num of Vehicles_0']"
565.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Parallel', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
1011.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Site Access_Hike-In', 'Min Num of Vehicles_0']"
571.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
573.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
1024.0,"['Placed on Map_0', 'Equipment Mandatory_0', 'Min Num of Vehicles_0']"
2616.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Slight', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Proximity to Water_Riverfront', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Site Access_Drive-In', 'Tent Pad Size_small', 'Min Num of People_single', 'Grills BBQ Fire_Y', 'Tables_Y', 'Tent Pad_Y', 'Min Num of Vehicles_0']"
1015.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Site Access_Hike-In', 'Min Num of Vehicles_0']"
14492.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Shade_Full', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of People_single', 'Capacity/Size Rating_Single', 'Grills BBQ Fire_Y', 'Electricity Hookup_30 amp', 'Tables_Y', 'Tent Pad_Y', 'Min Num of Vehicles_0']"
556.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Parallel', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
1080.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Slight', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
1054.0,"['Checkin Time_early', 'Checkout Time_early', 'Placed on Map_1.0', 'Equipment Mandatory_0', 'Food Locker_Y', 'Generator Free_Y', 'Min Num of Vehicles_0']"
183.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
559.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Parallel', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
527.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Site Access_Hike-In', 'Water Hookup_No', 'Min Num of Vehicles_0']"
358.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Slight', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Electricity Hookup_30 amp', 'Water Hookup_No', 'Min Num of Vehicles_0']"
577.0,"['Placed on Map_0', 'Equipment Mandatory_0', 'Min Num of Vehicles_0']"
564.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Parallel', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Min Num of Vehicles_0']"
563.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Parallel', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
1023.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Pull-Through', 'Driveway Grade_Slight', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
525.0,"['Campfire Allowed_No', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_large', 'Site Access_Hike-In', 'Water Hookup_No', 'Min Num of Vehicles_0']"
10008687.0,"['Placed on Map_0', 'Equipment Mandatory_0', 'Min Num of Vehicles_0']"
2632.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Shade_Full', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Site Access_Drive-In', 'Tent Pad Size_small', 'Min Num of People_single', 'Grills BBQ Fire_Y', 'Tables_Y', 'Tent Pad_Y', 'Min Num of Vehicles_0']"
256.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
1087.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
1075.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_large', 'Site Access_Hike-In', 'Min Num of Vehicles_0']"
1113.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Moderate', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Condition Rating_Good', 'Min Num of Vehicles_0']"
1016.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Site Access_Hike-In', 'Condition Rating_Poor', 'Tent Pad Size_large', 'Min Num of Vehicles_0']"
2624.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Slight', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Proximity to Water_Riverfront', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Site Access_Drive-In', 'Tent Pad Size_small', 'Min Num of People_single', 'Grills BBQ Fire_Y', 'Tables_Y', 'Tent Pad_Y', 'Min Num of Vehicles_0']"
1084.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Slight', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
1052.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Severe', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
10.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Parallel', 'Driveway Grade_Slight', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Proximity to Water_Riverfront', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Min Num of Vehicles_0']"
2732.0,"['Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Pull-Through', 'Driveway Grade_Moderate', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Shade_Yes', 'Equipment Mandatory_True', 'Site Access_Drive-In', 'Tent Pad Size_small', 'Grills BBQ Fire_Y', 'Tables_Y', 'Tent Pad_Y', 'Min Num of Vehicles_0']"
149.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Slight', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
165.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
228.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Min Num of Vehicles_0']"
260.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
1036.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Moderate', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Tent Pad Size_small', 'Min Num of Vehicles_0']"
2730.0,"['Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Grade_Moderate', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Shade_Yes', 'Placed on Map_0', 'Equipment Mandatory_True', 'Site Access_Drive-In', 'Tent Pad Size_large', 'Min Num of Vehicles_0']"
536.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_small', 'Pets Allowed_Yes', 'Proximity to Water_Riverfront', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Hike In Distance to Site_small', 'Site Access_Hike-In', 'Min Num of Vehicles_0']"
273.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_1.0', 'Equipment Mandatory_True', 'Capacity/Size Rating_Single', 'Site Size_small', 'Min Num of Vehicles_0']"
1148.0,"['Checkin Time_early', 'Checkout Time_early', 'Placed on Map_1.0', 'Equipment Mandatory_0', 'Food Locker_Y', 'Generator Free_Y', 'Min Num of Vehicles_0']"
1768.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Back-In', 'Driveway Surface_Paved', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Max Vehicle Length_large', 'Pets Allowed_Yes', 'Shade_Yes', 'Placed on Map_0', 'Equipment Mandatory_True', 'Site Access_Drive-In', 'Min Num of People_single', 'Capacity/Size Rating_Single', 'Site Size_large']"
1544.0,"['Campfire Allowed_Yes', 'Checkin Time_early', 'Checkout Time_early', 'Driveway Entry_Parallel', 'Driveway Surface_Gravel', 'Max Num of People_small', 'Max Num of Vehicles_small', 'Pets Allowed_Yes', 'Shade_Full', 'Placed on Map_0', 'Equipment Mandatory_True', 'Tent Pad Size_large', 'Food Locker_Y', 'Min Num of People_single', 'Grills BBQ Fire_Y', 'Tables_Y', 'Tent Pad_Y', 'Min Num of Vehicles_0', 'Quiet Area_Y']"
